"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Age..Years.","d13C","d15N","Waterbody","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Tissue","n_samples","n_indiv","Collection.Date","Sampling.Year","PFBS","PFHxS","PFOS","PFDS","PFEtCHxS","FBSA","PFOSA","NMeFOSA","NEtFOSA","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFHxDA","PFODA","PFPeDA","X8.2.FTUCA","X10.2.FTUCA","X6.6.PFPIA","X6.8.PFPIA","X6.2.diPAP","X8.2.diPAP","PFHpS","Gen.X","PFPrS","PFPeS","PFNS","Cl.PFOS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X6.2.FTCA","X8.2.FTCA","X10.2.FTCA","X6.2.FTOH","X8.2.FTOH","X10.2.FTOH","NMeFOSE","NEtFOSE","X8.2.Cl.PFESA","ADONA","X6.2.Cl.PFESA","NEtFOSAA","NMeFOSAA","PFDoS","X8.8.PFPIA","X6.10.PFPIA","X8.10.PFPIA","X6.12.PFPIA","X3.3.FTCA","X5.3.FTCA","X7.3.FTCA","FHUEA","FOUEA","FDUEA","FHxSA","NMeFBSA","FOSAA","X10.2.FTSA","PFHxPA","PFOPA","PFHxSAm","PFOSAm","PFHxSAmS","PFOSAmS","PFOANO","PFOSNO","PFOAB","PFOSB","X5.3.FTB","X5.1.2.FTB","X6.2.FTAB"
"#7 Point et al (2021)"," 092518_BMP_LSLT_2014_005   Sample ID",69.22,2806,0.2,NA,9.4,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2014,"67.403","0.129","10.661","0.178",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","0.355","4.345","2.003","4.119","1.034","3.004","0.452","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 022417_LSLT2015_001_R1   Sample ID",59.44,1721.2,0.2,"Adult (Sexually Mature)",8.2,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2015,"<0.193","<0.071","3.856","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.98","0.58","1.136","0.345","1.123","0.154","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 022417_LSLT_2015_002_R1   Sample ID",60.36,1982.6,0,"Adult (Sexually Mature)",9.8,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2015,"<0.193","<0.071","5.814","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.858","1.097","2.029","0.54","1.681","0.191","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 022417_LSLT_2015_003_R1   Sample ID",62.22,2230,0.2,"Adult (Sexually Mature)",9.6,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2015,"<0.193","<0.071","5.114","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.317","0.804","1.57","0.443","1.409","0.161","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 032817_LSLT_2015_004_R1   Sample ID",62.64,2110,0.2,"Adult (Sexually Mature)",8.8,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2015,"<0.193","<0.071","6.71","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.116","1.306","2.41","0.631","1.825","0.267","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LSLakeTrout20151225AC005   Sample ID",63.36,2405,0.4,"Adult (Sexually Mature)",10.8,NA,NA,"Lake Superior",NA,"Keweenaw Point",47.41666667,-87.58333333,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2015,"<0.193","0.107","6.879","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.046","1.298","2.84","0.809","2.917","0.298","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 032619_BMP_LSLakeTrout20161311AC001   Sample ID",NA,NA,NA,NA,NA,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2016,"<0.193","0.118","5.336","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.082","0.592","1.336","0.381","1.209","0.178","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 032619_BMP_LSLakeTrout20161311AC002   Sample ID",NA,NA,NA,NA,NA,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2016,"<0.193","0.129","7.252","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.666","0.909","1.658","0.459","1.392","0.233","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 032819_BMP_LSLakeTrout20161311AC003   Sample ID",NA,NA,NA,NA,NA,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2016,"<0.193","0.135","6.167","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.538","0.862","2.002","0.558","1.74","0.253","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 032819_BMP_LSLakeTrout20161311AC004   Sample ID",NA,NA,NA,NA,NA,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2016,"<0.193","0.119","4.649","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.918","0.575","1.224","0.433","1.44","0.201","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 032819_BMP_LSLakeTrout20161311AC005   Sample ID",NA,NA,NA,NA,NA,NA,NA,"Lake Superior",NA,"Apostle Island",46.91666667,-90.41666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2016,"<0.193","0.138","5.657","<0.144",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.109","0.642","1.453","0.459","1.483","0.313","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 030117_LHLT_2005_001_R1   Sample ID",61.38,2208.8,0.2,NA,5.2,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2005,"<0.193","0.417","29.226","0.431",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.461","1.864","3.891","1.012","3.701","0.548","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 030117_LHLT_2005_002_R1   Sample ID",60.78,2017.6,0.2,NA,5.2,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2005,"<0.193","0.527","47.007","0.656",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","5.613","3.622","7.399","1.537","5.481","0.640","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 030117_LHLT_2005_003_R1   Sample ID",60.18,1946.8,0.6,NA,5,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2005,"<0.193","0.414","34.105","0.486",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","3.25","1.926","3.623","0.851","3.742","0.466","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021219_BMP_LHLakeTrout20051410004   Sample ID",61.6,1960.8,0.6,NA,4.8,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2005,"<0.193","0.361","24.061","0.780",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.728","1.225","3.423","0.856","3.113","0.394","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 032817_LHLT_2005_005_R1   Sample ID",62.98,2274,0.6,NA,5.2,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2005,"<0.193","0.363","22.576","0.433",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.449","1.371","3.186","0.805","2.806","0.395","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 020719_BMP_LHLakeTrout20060710001_R1   Sample ID",66.74,2786,0.6,NA,6.4,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2006,"<0.193","1.215","137.168","1.390",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","16.832","14.451","31.891","4.945","9.681","1.177","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 020719_BMP_LHLakeTrout20060710002   Sample ID",65.16,2368,0.6,NA,6.2,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2006,"<0.193","0.510","40.698","0.545",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","3.451","2.745","6.232","1.395","4.435","0.697","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 020719_BMP_LHLakeTrout20060710003   Sample ID",68.08,2744,0.6,NA,6.2,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2006,"<0.193","0.376","21.939","0.417",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.922","1.587","3.796","0.892","2.781","0.466","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 020719_BMP_LHLakeTrout20060710004   Sample ID",70.96,3030,0.6,NA,7.4,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2006,"<0.193","0.640","38.329","0.750",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","3.723","3.057","6.325","1.204","3.091","0.505","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 020719_BMP_LHLakeTrout20060710005   Sample ID",66.62,2764,0,NA,6.6,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2006,"<0.193","1.065","104.906","0.948",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","11.908","10.65","27.346","4.193","8.906","1.182","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLakeTrout20071413001_R1   Sample ID",61.54,2002,0.4,NA,7.8,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2007,"<0.193","0.642","141.974","1.404",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","11.449","12.636","34.287","5.622","12.659","1.678","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLakeTrout20071413002   Sample ID",61.9,1864,0,NA,7.2,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2007,"<0.193","0.178","12.977","0.489",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.631","0.667","1.715","0.622","2.711","0.480","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLakeTrout20071413003   Sample ID",61.6,2220,0.4,NA,7.8,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2007,"<0.193","1.453","148.892","1.410",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","0.385","19.438","15.235","34.612","5.402","13.081","1.576","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLakeTrout20071413004   Sample ID",62.36,2198,0.4,NA,6.6,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2007,"<0.193","0.347","29.132","0.640",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.654","1.867","4.134","1.245","4.872","0.853","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLakeTrout20071413005   Sample ID",60.3,2078,0,NA,7.2,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2007,"<0.193","0.266","25.215","1.011",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.2","1.594","4.335","1.208","4.781","0.763","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLT20080307001_R1   Sample ID",66.22,2682,0.2,NA,6.4,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.413","25.908","0.762",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","2.591","1.854","4.307","0.963","2.951","0.462","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLT20080307002   Sample ID",62.18,2300,0.4,NA,6,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.356","25.081","0.396",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","3.516","2.578","6.959","1.638","5.383","0.679","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLT20080307003   Sample ID",65.2,2638,0.2,NA,6.2,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.619","49.994","0.811",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","7.279","5.696","13.625","2.498","6.572","0.795","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLT20080307004   Sample ID",65.22,2608,0.4,NA,6.6,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.891","66.935","0.708",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","0.408","13.429","9.597","18.943","2.849","7.164","0.783","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 021119_BMP_LHLT20080307005   Sample ID",63.92,2404,0.6,NA,6,NA,NA,"Lake Huron",NA,"Rockport",45.25,-83.01666667,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2008,"<0.193","0.227","16.905","0.787",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","0.699","1.276","3.759","1.066","4.519","0.699","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 031517_LHLT_2009_001_dup_avg",62.24,2354.4,0.8,NA,9.2,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",2,5,NA,2009,"<0.193","0.228","15.159","0.186",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.084","1.286","2.411","0.641","2.33","0.314","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"#7 Point et al (2021)"," 030117_LHLT_2009_002_R1   Sample ID",63.84,2371.2,NA,NA,8.2,NA,NA,"Lake Huron",NA,"Port Austin",44.08333333,-82.75,NA,NA,"Pisces","Lake trout","Composite whole fish homogenate",1,5,NA,2009,"<0.193","0.256","28.49","0.357",NA,NA,NA,NA,NA,"<0.427","<0.238","<0.216","<0.273","<0.299","1.187","1.756","3.321","0.983","4.15","0.585","<0.293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
