"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","n_samples","n_indiv","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#7 Point et al (2021)"," 032819_BMP_LEWalleye20160903AC001_dup_avg",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.41,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,5,NA,NA,2016,42.07,0.736,NA,0.901,2.109,1.391,0.783,1.128,0.519,NA
"#7 Point et al (2021)"," 032217_LEW_2016_003_R1   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.41,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,43.311,0.429,NA,0.841,2.062,1.125,0.534,0.922,0.316,NA
"#7 Point et al (2021)"," 033117_LEW_2016_004_R1   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.41,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,45.691,0.655,NA,1.023,2.381,1.272,0.672,1.083,0.441,NA
"#7 Point et al (2021)"," 032819_BMP_LEWalleye20160903AC002   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.41,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,57.792,1.103,NA,1.103,2.495,1.352,0.775,1.322,0.497,NA
"#7 Point et al (2021)"," 032819_BMP_LEWalleye20160903AC005   Sample ID",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.41,"Lake",NA,"Middle Bass Island",41.58333333,-82.91666667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,NA,NA,2016,74.06,1.318,NA,1.596,3.244,1.823,0.752,1.493,0.474,NA
"#8 Munoz et al (2022)","CAREX-1",NA,NA,NA,NA,NA,NA,-27.98,2.45,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Carex spp.","Carex spp.","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.272,0.00351056935714277,0.00620129472125065,0.00801172071750202,0.00657032332352657,0.00553195699187057,0.00739579079423645,0.01,0.0152936275623354,NA
"#8 Munoz et al (2022)","CAREX-2",NA,NA,NA,NA,NA,NA,-27,2.37,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Carex spp.","Carex spp.","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.058,0.00562889697167036,0.00732718103017724,0.00502411187769632,0.00605482537996605,0.00731201551782287,0.1,0.00544532038178767,0.0174619158206533,NA
"#8 Munoz et al (2022)","CAREX-3",NA,NA,NA,NA,NA,NA,-27.63,5.04,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles Robinet",45.73941602,-73.42910357,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Carex spp.","Carex spp.","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.075,0.00806063230895584,0.00791321336225276,0.00669109956252933,0.00597488272556271,0.00508717854067556,0.144,0.0073586046182898,0.0154315393039346,NA
"#8 Munoz et al (2022)","CAREX-4",NA,NA,NA,NA,NA,NA,-29.14,4.97,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Carex spp.","Carex spp.","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.359,0.00530803105399301,0.00697270788708166,0.032,0.014,0.009,0.00663257215781108,0.0070179641111224,0.0207809000018154,NA
"#8 Munoz et al (2022)","CAREX-5",NA,NA,NA,NA,NA,NA,-28.68,4.35,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Carex spp.","Carex spp.","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.295,0.00425963741454492,0.00799322418614715,0.04,0.00679270142810937,0.03,0.499,0.028,0.069,NA
"#8 Munoz et al (2022)","HEDU-1",NA,NA,NA,NA,NA,NA,-14.35,8.3,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Water stargrass","Water stargrass","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,1.508,0.015,0.00596026379463436,0.191,0.134,0.095,0.026,0.00818439161491925,0.0144570742853404,NA
"#8 Munoz et al (2022)","HEDU-2",NA,NA,NA,NA,NA,NA,-8.87,6.29,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Water stargrass","Water stargrass","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.885,0.00368001524105551,0.00705951433249329,0.089,0.069,0.024,0.039,0.00756016642934467,0.0134544525964722,NA
"#8 Munoz et al (2022)","HEDU-3",NA,NA,NA,NA,NA,NA,-9.34,5.62,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles Robinet",45.73941602,-73.42910357,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Water stargrass","Water stargrass","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.868,0.021,0.00682836198535488,0.086,0.058,0.058,0.035,0.03,0.037,NA
"#8 Munoz et al (2022)","HEDU-4",NA,NA,NA,NA,NA,NA,-10.42,6.84,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Water stargrass","Water stargrass","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,3.296,0.00616667478159815,0.00794719979007943,0.46,0.327,0.117,0.0129119594089845,0.00740054134031108,0.0153973197995472,NA
"#8 Munoz et al (2022)","HEDU-5",NA,NA,NA,NA,NA,NA,-9.26,6.39,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Water stargrass","Water stargrass","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,1.22,0.00306533353028521,0.00707956863400961,0.166,0.113,0.033,0.025,0.00645966053783349,0.0149416219206448,NA
"#8 Munoz et al (2022)","PORI-1",NA,NA,NA,NA,NA,NA,-16.24,5.47,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Richardson's pondweed","Richardson's pondweed","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,1.105,0.017,0.00803437951011017,0.076,0.102,0.024,0.028,0.01,0.0151248839719722,NA
"#8 Munoz et al (2022)","PORI-2",NA,NA,NA,NA,NA,NA,-13.62,3.87,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Richardson's pondweed","Richardson's pondweed","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.793,0.00489532433246625,0.00745319175654682,0.023,0.043,0.008,0.0106015083327048,0.00430939785136207,0.0128948045426182,NA
"#8 Munoz et al (2022)","PORI-3",NA,NA,NA,NA,NA,NA,-12,5.41,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles Robinet",45.73941602,-73.42910357,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Richardson's pondweed","Richardson's pondweed","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.619,0.00821393440364778,0.00818103908914721,0.073,0.042,0.08,0.064,0.036,0.061,NA
"#8 Munoz et al (2022)","PORI-4",NA,NA,NA,NA,NA,NA,-13.78,6.4,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Richardson's pondweed","Richardson's pondweed","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,1.805,0.00410432698575103,0.00743540467955504,0.187,0.145,0.074,0.036,0.015,0.0154295354402281,NA
"#8 Munoz et al (2022)","PORI-5",NA,NA,NA,NA,NA,NA,-13.08,5.51,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Plantae (Magnoliopsida)","Richardson's pondweed","Richardson's pondweed","Primary Producer","Plant sample homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,0.928,0.00268936942995319,0.00841831372928233,0.089,0.073,0.047,0.029,0.00728781208075579,0.0110182391831583,NA
"#8 Munoz et al (2022)","Crayfish-1",NA,NA,NA,NA,NA,NA,-19.02,6.78,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Astacoidea","Astacoidea crayfish","Crayfish","Secondary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,4.864,0.07,0.025,1.469,1.142,1.567,1.181,1.428,0.557,NA
"#8 Munoz et al (2022)","Crayfish-2",NA,NA,NA,NA,NA,NA,-19.7,8.63,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Astacoidea","Astacoidea crayfish","Crayfish","Secondary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,3.884,0.014,0.00766046639593913,0.47,0.539,0.654,0.489,0.65,0.201,NA
"#8 Munoz et al (2022)","Crayfish-3",NA,NA,NA,NA,NA,NA,-27.51,7.99,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Astacoidea","Astacoidea crayfish","Crayfish","Secondary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,4.093,0.018,0.0081324129837613,0.516,0.683,0.781,0.531,0.763,0.227,NA
"#8 Munoz et al (2022)","Crayfish-4",NA,NA,NA,NA,NA,NA,-20.95,9.08,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Astacoidea","Astacoidea crayfish","Crayfish","Secondary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,3.959,0.013,0.00740685113247833,0.927,0.939,1.325,0.872,1.088,0.177,NA
"#8 Munoz et al (2022)","Crayfish-5",NA,NA,NA,NA,NA,NA,-24.31,9.38,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Astacoidea","Astacoidea crayfish","Crayfish","Secondary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,7.171,0.068,0.00739779164497804,1.041,1.392,1.51,0.954,1.107,0.304,NA
"#8 Munoz et al (2022)","Insects-1",NA,NA,NA,NA,NA,NA,-24.7,8.87,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Insecta","Aquatic insects","Aquatic insects","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,61.053,0.507,0.197,5.743,4.102,3.498,1.127,0.609,0.0195615155128067,NA
"#8 Munoz et al (2022)","Insects-2",NA,NA,NA,NA,NA,NA,-22.4,9.24,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Insecta","Aquatic insects","Aquatic insects","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,32.293,0.335,0.155,1.998,2.483,1.913,0.576,0.431,0.0173091333980512,NA
"#8 Munoz et al (2022)","Insects-3",NA,NA,NA,NA,NA,NA,-25.46,8.6,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Insecta","Aquatic insects","Aquatic insects","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,45.943,0.474,0.048,3.085,2.849,2.352,0.782,0.652,0.0201683113870141,NA
"#8 Munoz et al (2022)","Insects-4",NA,NA,NA,NA,NA,NA,-22.07,10.25,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Insecta","Aquatic insects","Aquatic insects","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,29.137,0.405,0.132,1.02,2.454,2.19,0.82,0.335,0.0167177081190584,NA
"#8 Munoz et al (2022)","Insects-5",NA,NA,NA,NA,NA,NA,-21.78,8.96,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Insecta","Aquatic insects","Aquatic insects","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,45.113,0.384,0.091,3.294,3.846,2.642,0.902,0.74,0.066,NA
"#8 Munoz et al (2022)","Gammarids-1",NA,NA,NA,NA,NA,NA,-18.73,5.59,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,12.141,0.196,0.00655282616861412,1.798,1.044,0.708,0.511,0.452,0.149,NA
"#8 Munoz et al (2022)","Gammarids-2",NA,NA,NA,NA,NA,NA,-18.04,6.28,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,13.598,0.133,0.00825006586297235,2.18,1.158,0.898,0.524,0.453,0.106,NA
"#8 Munoz et al (2022)","Gammarids-3",NA,NA,NA,NA,NA,NA,-23.13,6.06,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,13.666,0.255,0.00773129443813588,1.365,0.797,1.037,0.644,0.515,0.23,NA
"#8 Munoz et al (2022)","Gammarids-4",NA,NA,NA,NA,NA,NA,-23.37,6.25,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,10.103,0.268,0.00835755726571696,1.124,0.623,0.737,0.576,0.449,0.206,NA
"#8 Munoz et al (2022)","Gammarids-5",NA,NA,NA,NA,NA,NA,-19.52,6.32,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Shrimp, water fleas, and allies","Gammarids (Amphipods)","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,10.03,0.177,0.0080450979928189,1.207,0.921,0.986,0.632,0.474,0.21,NA
"#8 Munoz et al (2022)","Molluscs-1",NA,NA,NA,NA,NA,NA,-14.32,6.47,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,8.977,0.05,0.83,0.42,0.155,0.206,0.124,0.067,0.03,NA
"#8 Munoz et al (2022)","Molluscs-2",NA,NA,NA,NA,NA,NA,-16.3,8.07,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,0.927,0.019,0.00718576679225832,0.137,0.282,0.43,0.177,0.125,0.082,NA
"#8 Munoz et al (2022)","Molluscs-3",NA,NA,NA,NA,NA,NA,-11.32,7.44,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,1.388,0.058,0.00751719492018922,0.084,0.284,0.485,0.201,0.14,0.111,NA
"#8 Munoz et al (2022)","Molluscs-4",NA,NA,NA,NA,NA,NA,-9.25,6.93,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,1.323,0.028,0.00759748545956666,0.18,0.413,0.339,0.137,0.089,0.0164566314813674,NA
"#8 Munoz et al (2022)","Molluscs-5",NA,NA,NA,NA,NA,NA,-12.78,7.9,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Gastropoda","Aquatic snails","Aquatic snails","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"9/19/19","Summer",2019,8.545,0.092,0.00824935134071064,0.37,0.42,0.38,0.258,0.284,0.141,NA
"#8 Munoz et al (2022)","AMRU-1",15.8,95.2,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.07,12.3,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles Robinet",45.73941602,-73.42910357,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,50.798,1.157,0.0080449512675497,0.062,2.802,2.767,1.135,1.061,0.213,NA
"#8 Munoz et al (2022)","AMRU-2",18,135,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.67,10.59,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,55.05,1.486,0.00767184820017932,0.187,2.773,3.498,1.836,1.44,0.735,NA
"#8 Munoz et al (2022)","AMRU-3",19.7,161,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.01,13.79,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,37.785,0.316,0.03,0.269,2.641,2.736,1.074,1.304,0.453,NA
"#8 Munoz et al (2022)","AMRU-4",9.3,14,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.16,12.57,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,117.654,1.418,0.144,3.03,7.146,5.892,2.06,1.602,0.561,NA
"#8 Munoz et al (2022)","AMRU-5",9.6,17.2,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.15,12.09,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,77.64,0.875,0.108,1.706,4.5,3.771,1.786,1.532,0.477,NA
"#8 Munoz et al (2022)","AMRU-6",9.8,17.7,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.82,8.1,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Rock bass","Rock bass","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,80.016,1.756,0.132,0.766,4.341,4.07,2.073,1.929,0.806,NA
"#8 Munoz et al (2022)","CACO-1",44.6,985,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.5,9.92,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ile Beauregard",45.75109236,-73.41078688,45.7160065,-73.44774639,"Pisces","White sucker","White sucker","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,42.911,0.68,0.04,1.816,2.228,1.946,0.894,1.055,0.36,NA
"#8 Munoz et al (2022)","CACO-2",50.2,1505,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.79,11.37,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Iles de Boucherville",45.61042111,-73.4832161,45.7160065,-73.44774639,"Pisces","White sucker","White sucker","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,37.992,0.429,0.00749261291829697,2.507,2.058,1.767,0.832,0.731,0.255,NA
"#8 Munoz et al (2022)","CHEVALIER-1",48,1255,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-20.5,10.67,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Sicklefin redhorse","Sicklefin redhorse","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,18.813,0.126,0.013,1.77,1.875,1.384,0.642,0.595,0.0181859870202325,NA
"#8 Munoz et al (2022)","CHEVALIER-2",44,880,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-19.35,8.92,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Sicklefin redhorse","Sicklefin redhorse","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,36.284,1.616,0.056,0.668,1.741,2.055,0.916,1.165,0.599,NA
"#8 Munoz et al (2022)","CHEVALIER-3",57.2,1900,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,-21.3,8.61,"Lake Ontario",75.27,"Connecting channel","St. Lawrence River","Ilet Vert",45.70575134,-73.45269049,45.7160065,-73.44774639,"Pisces","Sicklefin redhorse","Sicklefin redhorse","Secondary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/19/19","Summer",2019,31,1.766,0.107,0.78,1.275,1.457,1.122,1.198,0.465,NA
