Author..Citation.,Sample.ID,Total.Length..cm.,Total.Weight..g.,Sex.Ratio,Maturity,Revised_Maturity,Age..Years.,d13C,d15N,Waterbody,Water_Level,Waterbody_Type,Region,Location,Latitude,Longitude,Latitude.2,Longitude.2,Class,Species,Revised_Species,Trophic_Level,Tissue,Revised_Tissue,Composite,n_samples,n_indiv,Collection.Date,Season,Sampling.Year,PFOS,PFDS,PFEtCHxS,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFPeDA
TEST Custer et al (2024),WI18LP242Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Lincoln Park,43.10603266,-87.92966973,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,18.6,NA,NA,0.252367482,0.772,0.488741141,0.319441298,NA,NA,NA
TEST Custer et al (2024),WI18LP245Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Lincoln Park,43.10603266,-87.92966973,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,10.8,NA,NA,0.344776261,0.501228622,0.41951159,0.424896161,NA,NA,NA
TEST Custer et al (2024),WI18LS273Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Lake,NA,Lakeshore Park,43.03184495,-87.8951868,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,29.6,NA,NA,0.355406808,0.295238701,0.344966625,0.296231845,NA,NA,NA
TEST Custer et al (2024),WI18LS274Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Lake,NA,Lakeshore Park,43.03184495,-87.8951868,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,6.45,NA,NA,0.335672823,0.465747702,0.483388734,0.343848126,NA,NA,NA
TEST Custer et al (2024),WI18LS276Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Lake,NA,Lakeshore Park,43.03184495,-87.8951868,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,7.05,NA,NA,0.441838495,0.339296826,0.510227524,0.50613781,NA,NA,NA
TEST Custer et al (2024),WI18LS279Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Lake,NA,Lakeshore Park,43.03184495,-87.8951868,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,10.1,NA,NA,0.304555549,0.402207253,0.442526406,0.270174262,NA,NA,NA
TEST Custer et al (2024),WI18LS283Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Lake,NA,Lakeshore Park,43.03184495,-87.8951868,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,7.72,NA,NA,0.444199602,0.416937994,0.365602339,0.46967034,NA,NA,NA
TEST Custer et al (2024),WI18NA744Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,North Avenue,43.0610097,-87.89415197,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,23.4,NA,NA,1.24,1.52,0.637,1.22,NA,NA,NA
TEST Custer et al (2024),WI18NA756Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,North Avenue,43.0610097,-87.89415197,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,12.2,NA,NA,0.869,0.838,0.503,1.01,NA,NA,NA
TEST Custer et al (2024),WI18LP253Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Lincoln Park,43.10603266,-87.92966973,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,8.08,NA,NA,0.200350485,0.425891715,0.392170718,0.43551758,NA,NA,NA
TEST Custer et al (2024),WI18LP255Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Lincoln Park,43.10603266,-87.92966973,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,10.7,NA,NA,0.305644108,0.405314734,0.42706854,0.49855331,NA,NA,NA
TEST Custer et al (2024),WI18NA740Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,North Avenue,43.0610097,-87.89415197,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,14.8,NA,NA,0.356110422,0.835,0.481133623,0.829,NA,NA,NA
TEST Custer et al (2024),WI18NA741Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,North Avenue,43.0610097,-87.89415197,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,30,NA,NA,1.86,2.08,1.11,1.35,NA,NA,NA
TEST Custer et al (2024),WI18NA747Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,North Avenue,43.0610097,-87.89415197,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,14.1,NA,NA,0.916,0.892,0.635,0.812,NA,NA,NA
TEST Custer et al (2024),WI18SL480Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Superior,183.63,Inland waters,NA,Star Lake,46.03822959,-89.47235214,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,2.76,NA,NA,2.43,0.327657565,0.796,0.316012068,NA,NA,NA
TEST Custer et al (2024),WI18SL481Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Superior,183.63,Inland waters,NA,Star Lake,46.03822959,-89.47235214,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,2.46,NA,NA,1.82,0.380715601,0.717,0.263579269,NA,NA,NA
TEST Custer et al (2024),WI18SL495Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Superior,183.63,Inland waters,NA,Star Lake,46.03822959,-89.47235214,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,2.64,NA,NA,1.76,0.548954626,0.406207788,0.408531892,NA,NA,NA
TEST Custer et al (2024),WI18SL496Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Superior,183.63,Inland waters,NA,Star Lake,46.03822959,-89.47235214,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,4.08,NA,NA,1.91,0.46027654,0.505707356,0.301127309,NA,NA,NA
TEST Custer et al (2024),WI18SL499Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Superior,183.63,Inland waters,NA,Star Lake,46.03822959,-89.47235214,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,2.81,NA,NA,2.33,0.442038383,0.736,0.444430978,NA,NA,NA
TEST Custer et al (2024),WI18UL600Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Ursa Logistics,43.02721666,-87.94903958,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,3.83,NA,NA,0.304247046,0.364160485,0.439599504,0.289815834,NA,NA,NA
TEST Custer et al (2024),WI18UL601Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Ursa Logistics,43.02721666,-87.94903958,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,7.17,NA,NA,0.203860071,0.324656722,0.357110505,0.342530337,NA,NA,NA
TEST Custer et al (2024),WI18UL607Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Ursa Logistics,43.02721666,-87.94903958,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,4.33,NA,NA,0.233940549,0.265678753,0.344778314,0.365274905,NA,NA,NA
TEST Custer et al (2024),WI18UL610Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Ursa Logistics,43.02721666,-87.94903958,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,7.4,NA,NA,0.452935578,0.563395247,0.437091614,0.317619504,NA,NA,NA
TEST Custer et al (2024),WI18UL614Na,NA,NA,NA,Nestling,Juvenile/Immature,0.0328767,NA,NA,Lake Michigan,176.86,Inland waters,NA,Ursa Logistics,43.02721666,-87.94903958,NA,NA,Aves,Tree swallow,Tree swallow,Piscivorous/Insectivorous Bird,Carcass,Misc. Tissue,No,1,1,6/20/18,Summer,2018,7.53,NA,NA,0.376867397,0.420900162,0.349658744,0.418839274,NA,NA,NA
TEST GLHHFTS (2020),150876,37.7,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,NY,NGL20_NY-10001,42.73212,-78.97097,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Composite fillet,Muscle,Yes,1,4,7/7/20,Summer,2020,18.9,0.426,NA,0.534,1.42,1.43,0.641,0.981,0.415,NA
TEST GLHHFTS (2020),156776,44.8,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,NY,NGL20_NY-10002,42.53829,-79.27533,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,8/4/20,Summer,2020,19.1,0.252,NA,0.121256835,1.95,2.78,0.947,1.4,0.766,NA
TEST GLHHFTS (2020),157876,50.5,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,NY,NGL20_NY-10003,42.68146,-79.08613,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Composite fillet,Muscle,Yes,1,2,8/12/20,Summer,2020,12.3,0.26,NA,0.125392984,1.14,1.11,0.49,0.742,0.362,NA
TEST GLHHFTS (2020),153156,41.9,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,NY,NGL20_NY-10005,42.75303,-78.92968,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,8/10/20,Summer,2020,18.5,0.195,NA,0.171,1.76,1.7,0.642,0.902,0.3,NA
TEST GLHHFTS (2020),153376,40.7,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,NY,NGL20_NY-10006,42.64527,-79.13889,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,8/10/20,Summer,2020,23,0.211,NA,0.132514132,2.05,1.65,0.535,0.8,0.354,NA
TEST GLHHFTS (2020),154276,43.84,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,NY,NGL20_NY-10008,42.31804,-79.69251,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,8/6/20,Summer,2020,15.7,0.323,NA,0.122563455,1.57,2.83,0.862,1.53,0.699,NA
TEST GLHHFTS (2020),153136,43,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,NY,NGL20_NY-10009,42.3588,-79.58142,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,8/7/20,Summer,2020,13.8,0.194,NA,0.123186819,2.02,1.75,0.75,0.912,0.469,NA
TEST GLHHFTS (2020),153236,51.5,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10032,43.96827,-76.1154,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Fillet,Muscle,No,1,1,6/26/20,Summer,2020,14.3,0.341,NA,0.451,1.74,2.13,0.96,1.22,0.357,NA
TEST GLHHFTS (2020),153636,38.8,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10033,43.9136,-76.18341,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,6/29/20,Summer,2020,20.4,0.122,NA,0.121450144,1.48,1.39,0.522,0.057730934,0.122180406,NA
TEST GLHHFTS (2020),157896,55,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10035,43.33797,-77.67321,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Fillet,Muscle,No,1,1,9/9/20,Summer,2020,19.2,0.142,NA,0.070625071,0.395,0.454,0.198,0.053291554,0.14379919,NA
TEST GLHHFTS (2020),150916,37.75,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10036,43.50622,-76.48772,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,7/14/20,Summer,2020,33.1,0.214,NA,0.135821051,1.88,3.02,1.18,1.48,0.513,NA
TEST GLHHFTS (2020),153356,34.5,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10037,43.91219,-76.28412,NA,NA,Pisces,Cisco,Cisco,Secondary Consumer,Fillet,Muscle,No,1,1,8/12/20,Summer,2020,7.39,0.074968206,NA,0.284,0.612,0.297,0.082296817,0.059151214,0.091771648,NA
TEST GLHHFTS (2020),157196,53.9,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10038,43.31197,-78.889,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,7/27/20,Summer,2020,27.6,0.426,NA,0.128432652,2.56,3.45,1.65,1.71,0.955,NA
TEST GLHHFTS (2020),150536,61.5,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10039,43.2548,-77.48873,NA,NA,Pisces,Brown trout,Brown trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,5/26/21,Summer,2021,23.7,0.22,NA,0.238,0.845,0.792,0.454,0.062509364,0.1228536,NA
TEST GLHHFTS (2020),154316,43.44,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10041,44.07588,-76.377,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,6/8/21,Summer,2021,19.8,0.225,NA,0.109402645,2.1,3.1,1.23,1.44,0.419,NA
TEST GLHHFTS (2020),155956,62.76666667,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10042,43.38127,-78.08532,NA,NA,Pisces,Rainbow trout,Rainbow trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,5/28/21,Summer,2021,4.82,0.018034216,NA,0.074535443,0.136,0.094958564,0.064673862,0.057724169,0.061406748,NA
TEST GLHHFTS (2020),153116,44.3,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10044,43.80338,-76.25182,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,8/10/20,Summer,2020,26.3,0.237,NA,0.097218163,1.49,1.73,0.64,0.747,0.272,NA
TEST GLHHFTS (2020),153096,51.3,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10045,44.00532,-76.18596,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Fillet,Muscle,No,1,1,6/28/20,Summer,2020,18.7,0.040175266,NA,0.312,0.646,0.411,0.135,0.059500247,0.121857208,NA
TEST GLHHFTS (2020),153076,65.1,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10046,43.36138,-77.93097,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Fillet,Muscle,No,1,1,7/23/20,Summer,2020,49.3,0.278,NA,0.444,2.82,3.07,1.46,1.89,0.487,NA
TEST GLHHFTS (2020),150616,46.85,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10047,43.31913,-76.87901,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,7/15/20,Summer,2020,32.1,0.16,NA,0.09909096,2.21,1.76,0.575,0.691,0.212,NA
TEST GLHHFTS (2020),156856,62.5,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10048,43.3345,-78.80897,NA,NA,Pisces,Brown trout,Brown trout,Quaternary Consumer,Fillet,Muscle,No,1,1,7/26/20,Summer,2020,9.79,0.068961855,NA,0.063147525,0.453,0.431,0.217,0.066225697,0.10620008,NA
TEST GLHHFTS (2020),150956,57.96666667,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10049,43.25662,-77.56946,NA,NA,Pisces,Coho salmon,Coho salmon,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,5/27/21,Summer,2021,9.59,0.030396241,NA,0.195,0.306,0.219,0.071732167,0.035869338,0.076829075,NA
TEST GLHHFTS (2020),150456,44.04,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10050,43.4701,-76.57915,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,7/14/20,Summer,2020,29.1,0.32,NA,0.089920263,1.97,2.52,1,1.32,0.495,NA
TEST GLHHFTS (2020),157116,22.7,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10052,43.29485,-77.35129,NA,NA,Pisces,Rock bass,Rock bass,Quaternary Consumer,Fillet,Muscle,No,1,1,7/19/20,Summer,2020,17.5,0.142,NA,0.080700469,1.45,1.11,0.444,0.051233128,0.32,NA
TEST GLHHFTS (2020),153056,38.2,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10055,43.98517,-76.06052,NA,NA,Pisces,Chain pickerel,Chain pickerel,Quaternary Consumer,Fillet,Muscle,No,1,1,6/25/20,Summer,2020,7.14,0.040834384,NA,0.175,0.488,0.523,0.321,0.062562675,0.116449972,NA
TEST GLHHFTS (2020),150636,43.2,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10057,43.34061,-77.70383,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,7/21/20,Summer,2020,33.7,0.393,NA,0.107275336,1.36,1.95,0.982,1.13,0.582,NA
TEST GLHHFTS (2020),156876,72.83333333,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10058,43.33195,-78.85261,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,3,9/21/20,Summer,2020,15.3,0.035406466,NA,0.291,0.389,0.325,0.185,0.052518997,0.204,NA
TEST GLHHFTS (2020),157176,41.94,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10060,43.97256,-76.33593,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,6/10/21,Summer,2021,17.2,0.211,NA,0.12120341,1.84,2.71,1.01,1.29,0.44,NA
TEST GLHHFTS (2020),150436,35.78,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10065,43.51678,-76.43388,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,7/10/20,Summer,2020,20.3,0.227,NA,0.114870785,1.97,2.25,1.02,1.18,0.418,NA
TEST GLHHFTS (2020),156836,49.25,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10066,43.33016,-78.7661,NA,NA,Pisces,Brown trout,Brown trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,7/26/20,Summer,2020,14.6,0.156,NA,0.2,1.01,0.827,0.463,0.067757466,0.355,NA
TEST GLHHFTS (2020),157736,40.44,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10067,43.91312,-76.24284,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,6/11/21,Summer,2021,15.4,0.155,NA,0.097878452,1.41,1.83,0.685,0.906,0.339,NA
TEST GLHHFTS (2020),150296,71.35,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10068,43.27891,-77.54558,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,5/24/21,Summer,2021,11,0.031615381,NA,0.218,0.323,0.266,0.081985676,0.079007878,0.070765637,NA
TEST GLHHFTS (2020),150696,69,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10069,43.33267,-76.86333,NA,NA,Pisces,Brown trout,Brown trout,Quaternary Consumer,Fillet,Muscle,No,1,1,7/16/20,Summer,2020,6.62,0.040899711,NA,0.090484466,0.402,0.315,0.147,0.049704128,0.110156031,NA
TEST GLHHFTS (2020),153316,22.06,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10071,43.98691,-76.20623,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Composite fillet,Muscle,Yes,1,5,6/23/20,Summer,2020,12.8,0.053117986,NA,0.308,1.43,1.14,0.41,0.071700801,0.354,NA
TEST GLHHFTS (2020),150256,47.3,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10072,43.43688,-76.61996,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,7/9/20,Summer,2020,22.4,0.184,NA,0.133045477,1.57,1.31,0.462,0.064743378,0.106087796,NA
TEST GLHHFTS (2020),150656,69.25,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10073,43.38712,-77.98644,NA,NA,Pisces,Rainbow trout,Rainbow trout,Quaternary Consumer,Composite fillet,Muscle,Yes,1,2,5/25/21,Summer,2021,2.14,0.032186056,NA,0.082692698,0.068508455,0.112332806,0.056123109,0.061005814,0.120137762,NA
TEST GLHHFTS (2020),155936,52.3,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10074,43.34712,-77.75523,NA,NA,Pisces,Brown trout,Brown trout,Quaternary Consumer,Fillet,Muscle,No,1,1,7/21/20,Summer,2020,18.4,0.125,NA,0.275,0.446,0.355,0.192,0.052779279,0.118047942,NA
TEST GLHHFTS (2020),154296,42.3,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,74.72,Lake,NY,NGL20_NY-10075,44.05948,-76.3699,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,6/9/21,Summer,2021,13.2,0.138,NA,0.131868304,1.39,1.59,0.587,0.661,0.225,NA
TEST GLHHFTS (2020),150676,45.2,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10076,43.29871,-77.10018,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Fillet,Muscle,No,1,1,7/19/20,Summer,2020,21.5,0.284,NA,0.07290929,1.42,2.13,1.1,1.53,0.629,NA
TEST GLHHFTS (2020),156916,64,NA,NA,NA,NA,NA,NA,NA,Lake Ontario,75.03,Lake,NY,NGL20_NY-10077,43.39675,-78.32229,NA,NA,Pisces,Lake trout,Lake trout,Quaternary Consumer,Fillet,Muscle,No,1,1,9/10/20,Summer,2020,47.6,0.515,NA,2.87,3.77,3.03,1.13,1.41,0.442,NA
TEST GLHHFTS (2020),165296,43.5,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.67,Lake,PA,NGL20_PA-10002,42.24856,-79.83323,NA,NA,Pisces,Walleye,Walleye,Quaternary Consumer,Fillet,Muscle,No,1,1,8/26/21,Summer,2021,13.1,0.062933386,NA,0.352,1.17,0.798,0.362,0.058723529,0.291,NA
TEST GLHHFTS (2020),155036,21.7,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,177.3,Lake,IN,NGL20_IN-10001,41.66361,-87.26672,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Fillet,Muscle,No,1,1,6/9/20,Summer,2020,14,0.061221149,NA,0.336,1.07,1.05,0.995,0.944,0.218,NA
TEST GLHHFTS (2020),154796,36.9,NA,NA,NA,NA,NA,NA,NA,Lake Michigan,177.3,Lake,IN,NGL20_IN-10002,41.62668,-87.26839,NA,NA,Pisces,Yellow perch,Yellow perch,Tertiary Consumer,Fillet,Muscle,No,1,1,6/5/20,Summer,2020,13.6,0.113,NA,0.247,0.931,0.956,0.811,0.054096951,0.283,NA
TEST GLHHFTS (2020),150816,38.275,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,MI,NGL20_MI-10001,41.85549,-83.37181,NA,NA,Pisces,Freshwater drum,Freshwater drum,Secondary Consumer,Composite fillet,Muscle,Yes,1,4,8/2/20,Summer,2020,18.3,0.559,NA,0.422,1.07,0.565,0.503,0.07222911,0.336,NA
TEST GLHHFTS (2020),150576,38.16,NA,NA,NA,NA,NA,NA,NA,Lake Erie,174.89,Lake,MI,NGL20_MI-10002,41.97839,-83.22607,NA,NA,Pisces,Smallmouth bass,Smallmouth bass,Quaternary Consumer,Composite fillet,Muscle,Yes,1,5,8/3/20,Summer,2020,13.3,0.292,NA,0.086893268,0.717,1.07,1.18,1.01,0.726,NA
